P0AB87
P0A910
Q9Y4W6
P0A915
Q59HE2
Q7ADF8
Q9P2J5
P9WIQ3
P0ABF6
Q92598
P20831
Q5SHZ4
P03765
O08498
A0A0H2Z368
Q9RC92
Q84EX5
P35237
O60701
O60706
P15531
Q83JC4
P0A7R5
O75489
Q99884
P08692
Q79G13
P08690
P00352
Q8GB52
Q56313
P18357
Q81Y15
P36924
P17980
Q83P33
O08398
B4YQT9
Q47764
Q9RA63
Q9WZS7
P27142
Q8ZIV7
P76270
Q96RE1
O68874
P22088
Q53547
P76577
Q92506
Q8TC12
P45494
P53597
P9WH11
P08192
P00183
Q6PI48
Q44244
Q2TU84
Q53464
P04745
P04746
Q9KPI8
P77872
P54802
P00778
P54965
P0AEK7
O31410
P0AEK2
P0A7E1
P9WGR1
Q9GZT4
P26221
P07864
P49327
P02943
Q8XB74
P96622
P45314
P07900
P46849
Q82ZJ0
Q9A5I5
Q04707
P0A1P6
P36204
P14618
Q81ZL8
P11349
P19113
Q70I53
P45799
P14193
P21281
P23008
O14841
Q5G940
P06988
Q746I8
P20839
Q8X444
P06986
P40925
P06983
P40926
P34913
O43451
O07347
P16100
Q820T1
P19624
O15439
P41007
B7JBP8
Q13363
P12996
P12995
P12998
Q97E82
P41091
P33121
Q9P2R7
P26639
P37093
Q9K597
Q96GA7
Q54AI1
O15382
P40859
P31040
Q9ZGH3
Q57265
P38489
Q9WYH8
Q8ZPC0
P07003
P26392
O66145
P19938
P16219
Q72LA4
P62663
P38940
P69856
P9WQD9
Q9X6R4
P18669
Q16719
P12758
P9WNP5
P11409
P37551
P0A6M2
P37957
P23181
P37672
P48632
Q9KU37
Q56148
O66496
P69681
O43708
Q9LCV9
Q9WYA5
P13376
P16444
P22413
P07071
P15259
P37700
P84141
P69923
P69924
P0A6F3
P56122
P09063
P17516
Q05488
Q79FX8
Q79FX6
P13254
Q00441
Q96I59
P50618
P31153
P06875
Q51782
P06612
Q9BYC2
P13000
P48448
O00217
P0A6T8
P51691
Q9UKU7
P08870
Q60099
P0AFG8
P51698
P17169
O07015
P02359
O34598
P9WP01
Q9NSD5
P80371
P80372
P80373
P59846
P83812
P13716
P09960
P31434
Q12882
O33199
P0A733
Q5JTZ9
P80874
P21638
P0AC38
P21631
P28331
P11498
Q672W7
P77425
P52026
Q01698
P08200
P71119
P23284
P0A110
P00864
P62937
P09622
Q82122
P00861
P00909
Q59325
Q5SKC5
P0ABE7
P43099
P05187
P08244
P00512
P0C0F4
Q89ZI2
P22033
P43700
P43702
P24474
P08506
Q9ZNA2
Q9I596
P0A7S9
P9WKK7
Q8ZNF3
P39300
Q8RJN5
P0A7S3
P0A917
P9WQB3
P61889
P61888
Q9Z9H6
P56690
P44868
O68541
P43003
P00582
Q8UCK6
Q08257
P43007
O75874
P43004
P28248
O75879
D2YW37
P11439
P53582
P08373
P02918
P02919
P42971
A9JQL9
P08574
P0A789
Q54276
Q93EK7
P72161
P08473
Q88H32
P94622
P00644
P00558
P00646
P15555
P20276
P98002
P22392
P9WPB5
P04075
P9WPB7
P08183
P21549
P04179
P77967
P24670
P0A078
P9WIE5
P0A076
Q9X278
O32393
Q9LAK3
P0A9S1
P0A4L9
P19424
P14169
O31616
P76216
Q5PXQ6
P0A094
P41250
P46859
P32169
P12915
Q7WUJ1
P76187
P60757
Q8VTT5
P28861
Q9WZI0
P54583
P14532
P0A805
Q8IVH4
P0A9E0
Q6ZMR3
P30920
P0A808
Q51705
Q93PP9
P16115
P0A8V2
Q0WKM4
P10943
Q9NYQ3
Q7DC80
P16118
P19080
P9WNH5
P0AGG2
P15121
P41407
Q9JZW6
Q8GBW6
Q9UHI7
P49424
P30793
P46828
P26602
P05695
Q5JAM2
P62619
P14735
P0A1V8
P81989
P98194
Q16222
P81040
Q7BK04
P37062
P37063
P19926
P44469
P0CI79
P22557
P75914
P07327
Q06203
Q9AGP8
P48065
P48066
P48067
P48068
P62219
P0ABK9
O14983
P11413
Q8XL08
Q56310
Q9RP17
P11142
P61497
P11797
P12268
Q16134
Q9NQX3
P10614
P0A6L6
P34896
P51584
P80404
P0A6L0
P54886
Q9F663
Q9RYA6
O34453
O34450
P50870
Q8N5Z0
P30838
Q9UDR5
P69441
Q8DW21
P84139
P0A6E4
Q8EBR3
P12461
A0A0H2UQB5
P31639
P9WK17
P31224
P0A0K8
P30084
P9WK19
O25323
P33517
P50597
P39841
P9WHH7
A0A0H3K1U2
P10724
P9WNC7
Q51793
Q51792
P47989
Q9WWU5
P49821
Q9I7A8
Q07412
P11926
P29208
Q8DNV6
P0ACB2
Q96C36
P23921
Q96GR2
P13702
P07195
Q45697
P00469
Q16698
P13036
P18925
P51648
Q66282
P05100
P51649
P30038
P05102
Q75Y35
P20711
P16608
P9WIB9
Q14914
P06132
P0AC41
P94692
P0AC47
P0AC44
Q15046
P0AFM2
P07686
P13632
P49915
O95363
P13639
P0A2K1
O32248
P39265
P32427
Q9ZGI2
P04181
P16932
Q5SL87
P43813
P29768
Q8NW68
P14941
P31350
Q59334
P31142
Q9L5C8
O25927
O25926
Q09428
P55809
P28790
Q52369
P00505
Q15031
Q9PM68
P39662
Q02834
P9WK83
P35340
Q9UGI5
P26281
P42593
P00480
P32397
P22256
P00484
P52045
P44345
P43886
P43889
P17802
P05364
P00808
Q836J0
P00807
P27708
P00805
P13637
P00800
P17412
P52197
P21408
Q9X2W8
P21404
P02931
Q9X0A2
P00395
P00390
O31465
P0A017
P42216
P06276
Q9UI32
Q9L5C7
Q5LRQ9
P0A793
P0A794
P0A8T7
Q05599
P62662
P0A884
P32056
P0A7U3
P52569
Q72K87
P07773
P68771
P44801
P27017
A0A1Q8GFY7
P0A8Q3
P9WGT1
Q8V397
Q7SIA3
P72355
P27338
P0A9P4
P00367
P47985
P08559
Q7LG56
P31327
Q99707
Q6IBS8
P16930
P9WKD7
P08319
P05618
Q18BX5
A0R559
P61322
P49189
P72181
P25971
Q65CX5
Q8T8E9
Q48152
P00156
Q9KL51
Q5SHN3
P44725
P36419
P41020
Q9F6D4
O31168
P69488
P68826
Q02768
P45059
P19480
Q02761
P29508
P62594
P37001
Q6UWM7
P9WN95
Q8NX78
P62593
P0AET8
P0AGE0
Q16762
Q96RQ9
O60218
Q81EE4
Q16555
P21397
P0ACQ4
Q8GIQ0
P50740
P10696
P9WNW7
P09598
P40871
Q837V6
P03355
Q9WZ57
P41052
Q53H96
P13956
Q52437
Q02169
D6R448
P21912
P72524
O15440
P04406
Q9WY54
P12070
Q9I194
P14410
P11172
P80377
P03302
P11177
P12676
P14550
Q46220
Q5SJI0
Q06830
P0A006
P55038
P20964
P0A6K3
P45510
P00509
P33590
Q9FDN7
P07110
O14646
O32449
P15273
O91734
P0A6D3
Q2RJ67
P49588
P49589
P16304
Q7SI98
Q9RX51
Q9HCC0
P04825
P60844
P13551
P60842
O67931
Q8N8N7
P05023
P05193
P05020
Q8Z2X8
O25928
P06733
P06737
P0AE18
P06632
P28793
P80099
P0AE12
P69795
P9WJM7
Q70AC7
P38424
P50993
P38038
P12256
Q45135
Q94655
Q9UN76
P03303
Q81F54
P0ACC7
O67987
P23827
P0ACC1
P9WP23
P25553
P56601
Q60053
Q00266
Q55793
P9WPB3
P29395
P51659
Q54873
P29422
Q5LI27
Q9RYU4
P56194
Q5HEB7
P55882
Q9R5V5
Q873X9
P30749
P40406
P0A6Y5
Q59931
P24300
P39748
P39594
P9WJJ7
P39593
P18843
P54652
P25084
P0AFL3
O53240
P19440
P29166
P28066
P43777
P23141
Q9HU22
Q9HU21
Q8DNB6
P0C2S5
P00966
P30837
Q9ZEU2
P62917
Q9ZB17
Q46856
P55818
P10253
Q6GGU4
P0C278
P35914
Q5SII2
P9WNG3
Q00796
O15270
P04079
P52687
P22303
Q8VP84
P00491
P00490
P08179
P00497
P32396
P9WIL5
P0C0J0
P27487
P0A6G7
P43876
Q45515
Q5SKW1
Q8VVD2
P42512
P0A955
P17812
O85361
Q8IYQ7
P00363
P00362
Q44532
P00811
P60355
P28305
Q9X519
Q8KI25
Q9I5F3
P0A7D4
Q72JJ3
P0A2W7
P0A1F6
Q02252
Q9WYS2
P9WG35
P00381
P77836
P02930
P0AEG4
P0AEG6
P26841
P32170
P9WN39
P9WN38
P0AEZ1
P46336
P54455
P10384
P0A3M5
Q9FD87
P0A3M6
P11411
P0A7V3
P15474
P43985
Q5L2G3
P07650
P24752
P0A716
Q5L1E2
Q5RT80
P42357
Q06174
O94925
Q9RA47
P9WPN5
Q81R22
Q7SIB1
P00138
P53554
Q9LAG2
Q84II6
Q05603
Q7L3T8
Q9BTZ2
P97084
P00436
Q81EW9
P11310
P14625
Q5JPH6
P00634
P08306
P27505
P54687
P0A827
Q9Y285
O69755
P9WPE1
P26440
P0A820
O95573
P10809
Q8P9V9
Q6NUM9
Q9Z4J7
Q99714
P10802
P00803
Q16836
P07944
Q9BYZ2
P17413
P09848
P42443
P32173
P71447
P22055
Q06278
P62580
Q8IUZ5
P11546
P49368
P32119
P43133
P60725
P60723
P31133
P0AEJ4
P26196
Q819K2
P19571
P16384
P17315
P07026
P04190
P0A9D2
P61177
P11766
Q9ZIV5
P23882
P22637
A0A0E1R3H3
P30901
P9WGY7
P9WGY3
Q8GJ44
P0AGJ9
P67910
Q746L7
Q9CBQ2
P0AER0
P11168
P11166
P9WPX7
O60488
Q72EF4
P12081
P33221
Q81JF8
Q4L5E3
Q9KEI9
Q81C15
P30531
Q4L5E4
Q5SJ28
Q81VW8
P0ADY7
P0A9M5
P0A9M2
P0A9J8
P19971
P49591
P23837
P07658
Q7CRA4
P15289
P37698
P0A6C8
P22939
Q9S400
Q06319
P13423
O25608
O67854
P30405
O70038
O31156
Q06700
P50453
P0A0N5
Q07075
P69772
P25006
Q840M4
P20906
Q9EXV5
Q51366
P0A6Q5
P0AE67
P81006
P0A6Q3
P0AFB1
Q9HBK9
Q72EF3
Q93CA2
P06709
P0AAJ3
P23904
P23905
P04818
Q9NR19
Q9WYE2
P34932
P0A2Y7
P05166
P31057
P05165
P13051
P9WN25
Q939D2
Q9ZF99
Q96I15
O75600
Q9X4K7
P05041
Q9UJM8
Q51504
P05042
O34714
P55792
P0AD64
Q9BW92
P0C002
P27828
O66529
P16544
P06653
O30527
P0AFK9
Q9NNW7
Q9KX40
Q9NVS9
Q01234
Q59643
P0A8M5
Q9ZLT0
P0A0Z8
Q5KUI3
Q5KUI2
P0C188
Q9NSD9
Q9X592
P0A927
P31572
P00959
P96965
P00914
P29957
Q9AQS0
P00953
Q9Y345
P39646
Q9BZX2
Q08426
Q9HYX1
Q8KT33
P03692
O34667
P71278
P24232
P15144
Q08210
Q5SKH7
P25910
Q9X022
Q48255
P00781
P00780
P00782
Q00740
P18314
Q8NBN7
P34897
Q8NFW8
Q9X5N2
P01552
P0A921
P00414
P21589
Q59288
P9WH69
P04391
P0A8D6
P0ABA0
P05120
Q92947
Q9X112
Q8RLY5
Q8KN66
Q99798
P0A8V6
Q9RVD6
P49448
P0A8V9
P02920
P0A9J6
O43776
P24630
P0A7W7
P30825
P09104
O07732
Q6A8X5
A3FMN7
Q05514
Q53586
P26918
Q9WZX6
Q6NVY1
O95255
P52664
P23234
P08243
Q9X0V0
P06202
Q1LCS4
Q46891
Q14376
P21340
Q8TET4
P0A721
P0A7V8
P69054
Q9HBH5
Q7WT42
O43175
P9WGV3
Q56694
Q6ZQY3
P95276
P32055
O75306
P32722
P46926
P0A8Q0
P08337
P46881
P46883
P05062
P42330
Q8GR64
Q9WXN1
Q9A1B7
P14090
P23340
O87696
A0A0H3JWX6
P11759
Q59560
O31440
P0A7X3
P9WMC1
Q8ZKR2
P26276
Q06609
P23526
Q7SID9
P54716
Q46444
P15170
P14489
Q6GII7
Q82EE4
P77150
P0A3Y5
P02925
Q51990
P15770
Q9Y600
Q8WY07
Q8GR70
Q9L6V3
P0AD63
Q14697
P43490
P36275
P06672
Q9WYT0
P0A7G9
P10902
P06971
P0ADA1
Q9FCA6
O31158
P03023
Q8GMG0
P11444
Q9NUV7
P32754
Q9GV41
P36871
P07254
P16099
P9WNL5
P9WNL7
P07822
P9WNL9
Q9Y3I0
P04424
P0A7J6
P25705
P0AES4
P0AES6
P28720
P56220
P14779
P15043
Q8RQE9
P75792
Q9HZZ3
Q9HVZ0
P43005
Q9BY49
P0AFI5
Q71LY2
Q6GJI1
P60906
P9WQN9
P50921
Q8XJ01
Q56691
P0AA43
P0AG59
P84887
P0AF93
P84888
Q59192
P19404
Q9BWD1
P13929
O33407
P06576
P25275
Q9Z4P0
P22513
P19961
P13922
P0AFU8
Q9WZ40
Q16740
P11021
P50440
P94548
